case_id,employee_id,created_date,resolved_date,country,department,category,priority,channel,agent_id,agent_tenure_months,sla_target_hours,resolution_hours,sla_met,first_contact_resolution,reopened,csat
C010577,E00123,2025-12-03,2025-12-03,IT,Finance,Systems & Access,Standard,Phone,A029,17,8,1.4,1,1,0,5
C010578,E00134,2025-12-03,2025-12-04,DE,Tech,Contract & Documents,High,Portal,A007,2,48,24.3,1,1,0,
C010579,E00137,2025-12-03,2025-12-03,PL,Operations,Payroll,Standard,Phone,A029,17,24,5.2,1,1,0,5
C010580,E00193,2025-12-03,2025-12-04,PL,HR,Payroll,Standard,Phone,A023,52,24,15.7,1,1,0,5
C010581,E00214,2025-12-03,2025-12-03,PL,Sales,Systems & Access,Standard,Portal,A005,10,8,2.1,1,0,1,3
C010582,E00395,2025-12-03,2025-12-04,ES,Tech,Leave & Absence,Standard,Portal,A042,1,24,20.4,1,0,1,
C010583,E00475,2025-12-03,2025-12-03,IT,Operations,Leave & Absence,Standard,Phone,A041,22,24,11.9,1,1,0,
C010584,E00480,2025-12-03,2025-12-04,DE,Tech,Benefits,Standard,Portal,A032,48,48,19.7,1,1,0,5
C010585,E00529,2025-12-03,2025-12-06,PL,Customer Service,Contract & Documents,Standard,Chat,A039,11,48,68.0,0,0,1,
C010586,E00546,2025-12-03,2025-12-03,ES,Customer Service,Leave & Absence,Standard,Phone,A008,18,24,2.7,1,1,0,4
C010587,E00575,2025-12-03,2025-12-03,PL,Sales,Systems & Access,Standard,Portal,A001,84,8,2.1,1,1,0,5
C010588,E00661,2025-12-03,2025-12-04,DE,Customer Service,Payroll,Standard,Chat,A010,7,24,11.4,1,0,0,4
C010589,E00713,2025-12-03,2025-12-03,ES,Customer Service,Contract & Documents,Standard,Portal,A018,17,48,9.5,1,1,0,5
C010590,E00749,2025-12-03,2025-12-04,IT,Operations,Onboarding & Offboarding,Standard,Portal,A002,23,48,18.4,1,0,1,
C010591,E00778,2025-12-03,2025-12-04,PL,Customer Service,Onboarding & Offboarding,High,Phone,A026,11,48,30.7,1,1,0,
C010592,E00792,2025-12-03,2025-12-03,PL,Sales,Onboarding & Offboarding,Standard,Portal,A040,9,48,7.5,1,0,0,4
C010593,E00889,2025-12-03,2025-12-04,IT,Tech,Contract & Documents,Standard,Phone,A031,13,48,24.0,1,0,1,
C010594,E00948,2025-12-03,2025-12-09,PL,Tech,Onboarding & Offboarding,Standard,Portal,A015,9,48,143.5,0,0,1,3
C010595,E01047,2025-12-03,2025-12-04,IT,Finance,Employee Relations,Standard,Phone,A040,9,72,34.2,1,0,0,
C010596,E01091,2025-12-03,2025-12-04,DE,Finance,Benefits,High,Portal,A025,3,48,18.9,1,0,0,4
C010597,E01133,2025-12-03,2025-12-05,PL,Customer Service,Leave & Absence,High,Phone,A024,21,24,49.4,0,1,0,
C010598,E01134,2025-12-03,2025-12-04,IT,Operations,Leave & Absence,Standard,Phone,A017,27,24,27.5,0,0,1,2
C010599,E01221,2025-12-03,2025-12-04,PL,Tech,Benefits,Standard,Chat,A029,17,48,19.0,1,1,0,
C010600,E01269,2025-12-03,2025-12-03,DE,Customer Service,Systems & Access,Standard,Portal,A026,11,8,9.9,0,0,1,
C010601,E01318,2025-12-03,2025-12-04,DE,Customer Service,Payroll,Standard,Portal,A012,63,24,16.6,1,0,0,4
C010602,E01438,2025-12-03,2025-12-03,IT,Customer Service,Leave & Absence,Standard,Portal,A037,15,24,3.5,1,0,0,
C010603,E01519,2025-12-03,2025-12-03,PL,Operations,Systems & Access,High,Chat,A005,10,8,0.8,1,1,0,5
C010604,E01525,2025-12-03,2025-12-05,PL,Finance,Benefits,Standard,Portal,A014,11,48,40.7,1,1,0,
C010605,E01559,2025-12-03,2025-12-04,PL,Customer Service,Onboarding & Offboarding,High,Chat,A001,84,48,18.9,1,1,0,
C010606,E01573,2025-12-03,2025-12-03,DE,Operations,Payroll,High,Portal,A042,1,24,7.7,1,0,0,4
C010607,E01585,2025-12-03,2025-12-04,IT,Finance,Benefits,Standard,Chat,A037,15,48,18.4,1,1,0,
C010608,E01594,2025-12-03,2025-12-05,ES,Finance,Payroll,Standard,Portal,A004,2,24,39.8,0,1,0,3
C010609,E01710,2025-12-03,2025-12-05,PL,Operations,Payroll,Standard,Phone,A014,11,24,55.1,0,1,0,4
C010610,E01748,2025-12-03,2025-12-04,ES,Operations,Contract & Documents,High,Phone,A030,30,48,38.0,1,1,0,
C010611,E01751,2025-12-03,2025-12-04,ES,HR,Leave & Absence,Standard,Portal,A035,21,24,31.7,0,1,0,
C010612,E01829,2025-12-03,2025-12-04,DE,Operations,Contract & Documents,Standard,Portal,A031,13,48,32.0,1,1,0,5
C010613,E01906,2025-12-03,2025-12-05,PL,Operations,Payroll,Standard,Portal,A003,10,24,31.5,0,0,0,
C010614,E01934,2025-12-03,2025-12-08,IT,Tech,Onboarding & Offboarding,Standard,Phone,A030,30,48,127.7,0,1,0,
C010615,E02037,2025-12-03,2025-12-04,DE,Operations,Payroll,High,Phone,A007,2,24,17.7,1,1,0,
C010616,E02038,2025-12-03,2025-12-04,PL,Operations,Leave & Absence,Critical,Portal,A005,10,24,8.3,1,1,0,4
C010617,E02053,2025-12-03,2025-12-06,IT,Sales,Performance & Development,Standard,Portal,A040,9,72,70.3,1,0,1,
C010618,E02062,2025-12-03,2025-12-04,PL,Customer Service,Contract & Documents,High,Portal,A031,13,48,25.5,1,1,0,4
C010619,E02111,2025-12-03,2025-12-04,PL,Tech,Payroll,High,Portal,A016,51,24,22.4,1,1,0,
C010620,E02180,2025-12-03,2025-12-03,IT,Tech,Leave & Absence,Standard,Phone,A025,3,24,3.0,1,0,1,3
C010621,E02254,2025-12-03,2025-12-05,IT,Operations,Employee Relations,High,Portal,A001,84,72,42.3,1,0,1,3
C010622,E02310,2025-12-03,2025-12-04,PL,Tech,Payroll,Critical,Portal,A002,23,24,14.8,1,0,1,
C010623,E02311,2025-12-03,2025-12-05,PL,Customer Service,Contract & Documents,Standard,Chat,A040,9,48,50.3,0,0,1,3
C010624,E02356,2025-12-03,2025-12-04,PL,Customer Service,Benefits,Standard,Phone,A031,13,48,34.6,1,1,0,
C010625,E02394,2025-12-03,2025-12-03,IT,Operations,Payroll,Standard,Chat,A015,9,24,5.3,1,0,0,
C010626,E02602,2025-12-03,2025-12-04,DE,Tech,Payroll,Standard,Phone,A038,6,24,11.0,1,0,0,5
C010627,E02641,2025-12-03,2025-12-03,IT,Customer Service,Leave & Absence,Standard,Portal,A023,52,24,3.2,1,1,0,5
C010628,E02650,2025-12-03,2025-12-03,IT,Customer Service,Leave & Absence,High,Portal,A039,11,24,7.7,1,1,0,
C010629,E02658,2025-12-03,2025-12-04,IT,Customer Service,Payroll,Standard,Phone,A037,15,24,27.6,0,1,0,
C010630,E02721,2025-12-03,2025-12-03,DE,Tech,Systems & Access,Standard,Phone,A003,10,8,3.9,1,0,0,
C010631,E02831,2025-12-03,2025-12-03,ES,Tech,Benefits,Standard,Portal,A022,19,48,7.5,1,0,1,
C010632,E02858,2025-12-03,2025-12-03,PL,Customer Service,Contract & Documents,Standard,Phone,A036,11,48,11.8,1,1,0,
C010633,E02861,2025-12-03,2025-12-04,IT,Tech,Onboarding & Offboarding,High,Portal,A041,22,48,13.1,1,1,0,5
C010634,E02878,2025-12-03,2025-12-03,PL,Finance,Leave & Absence,Standard,Phone,A018,17,24,3.8,1,1,0,
C010635,E02944,2025-12-03,2025-12-07,IT,Operations,Benefits,Standard,Portal,A024,21,48,98.0,0,1,0,3
C010636,E02958,2025-12-03,2025-12-03,IT,Customer Service,Leave & Absence,Standard,Portal,A037,15,24,0.4,1,1,0,
C010637,E03025,2025-12-03,2025-12-04,IT,Customer Service,Contract & Documents,Standard,Chat,A007,2,48,16.7,1,0,1,
C010638,E03226,2025-12-03,2025-12-04,IT,Finance,Leave & Absence,Standard,Portal,A002,23,24,17.5,1,1,0,
C010639,E03301,2025-12-03,2025-12-04,ES,Tech,Payroll,Standard,Phone,A025,3,24,14.5,1,0,0,
C010640,E03357,2025-12-03,2025-12-04,DE,Finance,Payroll,Standard,Portal,A005,10,24,18.0,1,1,0,
C010641,E03423,2025-12-03,2025-12-04,DE,Operations,Contract & Documents,Standard,Portal,A041,22,48,13.2,1,1,0,
C010642,E03525,2025-12-03,2025-12-03,ES,Tech,Systems & Access,Standard,Chat,A030,30,8,3.2,1,1,0,5
C010643,E03531,2025-12-03,2025-12-04,ES,Operations,Benefits,Standard,Portal,A025,3,48,25.6,1,1,0,
C010644,E03581,2025-12-03,2025-12-04,IT,Customer Service,Payroll,Standard,Phone,A016,51,24,15.7,1,0,1,
C010645,E03594,2025-12-03,2025-12-03,ES,Tech,Leave & Absence,High,Phone,A018,17,24,5.0,1,1,0,
C010646,E03660,2025-12-03,2025-12-03,ES,Customer Service,Systems & Access,High,Phone,A028,17,8,1.1,1,1,0,5
C010647,E03685,2025-12-03,2025-12-04,DE,Sales,Onboarding & Offboarding,High,Portal,A002,23,48,26.0,1,1,0,5
C010648,E03703,2025-12-03,2025-12-06,ES,Tech,Leave & Absence,Standard,Portal,A028,17,24,79.3,0,1,0,3
C010649,E03720,2025-12-03,2025-12-03,IT,Finance,Systems & Access,High,Portal,A027,12,8,4.8,1,1,0,5
C010650,E03759,2025-12-03,2025-12-04,IT,Tech,Leave & Absence,Standard,Phone,A018,17,24,10.9,1,0,0,
C010651,E03893,2025-12-03,2025-12-03,DE,Customer Service,Benefits,Standard,Portal,A001,84,48,11.5,1,1,0,
C010652,E03908,2025-12-03,2025-12-03,PL,Customer Service,Systems & Access,Standard,Phone,A021,29,8,4.2,1,0,1,
C010653,E03926,2025-12-03,2025-12-04,DE,Operations,Payroll,Standard,Portal,A012,63,24,14.4,1,0,0,4
C010654,E00008,2025-12-04,2025-12-05,PL,Customer Service,Contract & Documents,Standard,Portal,A004,2,48,23.1,1,0,0,
C010655,E00127,2025-12-04,2025-12-04,ES,Tech,Systems & Access,High,Phone,A025,3,8,4.1,1,0,1,3
C010656,E00185,2025-12-04,2025-12-04,IT,Operations,Payroll,Standard,Phone,A026,11,24,8.6,1,0,0,
C010657,E00201,2025-12-04,2025-12-07,PL,Operations,Leave & Absence,Standard,Portal,A038,6,24,70.2,0,0,1,3
C010658,E00360,2025-12-04,2025-12-04,DE,Operations,Systems & Access,Standard,Portal,A017,27,8,7.2,1,1,0,4
C010659,E00376,2025-12-04,2025-12-05,IT,Customer Service,Payroll,Critical,Phone,A021,29,24,10.1,1,1,0,5
C010660,E00459,2025-12-04,2025-12-05,ES,Operations,Payroll,High,Chat,A030,30,24,15.2,1,0,0,
C010661,E00510,2025-12-04,2025-12-05,IT,Customer Service,Payroll,High,Portal,A035,21,24,18.2,1,0,0,4
C010662,E00524,2025-12-04,2025-12-05,IT,Tech,Payroll,Standard,Portal,A026,11,24,9.8,1,0,0,
C010663,E00533,2025-12-04,2025-12-05,PL,Finance,Performance & Development,High,Chat,A027,12,72,30.7,1,1,0,5
C010664,E00534,2025-12-04,2025-12-05,ES,Operations,Leave & Absence,Standard,Phone,A005,10,24,14.9,1,1,0,
C010665,E00542,2025-12-04,2025-12-05,ES,Customer Service,Payroll,High,Portal,A018,17,24,20.1,1,0,1,
C010666,E00567,2025-12-04,2025-12-06,PL,HR,Payroll,Standard,Chat,A012,63,24,46.6,0,0,1,
C010667,E00607,2025-12-04,2025-12-05,PL,Sales,Payroll,High,Portal,A018,17,24,12.8,1,1,0,
C010668,E00650,2025-12-04,2025-12-05,IT,Customer Service,Leave & Absence,Standard,Portal,A022,19,24,11.2,1,0,1,
C010669,E00765,2025-12-04,2025-12-04,DE,Customer Service,Leave & Absence,Standard,Portal,A026,11,24,4.9,1,1,0,
C010670,E00802,2025-12-04,2025-12-04,IT,HR,Payroll,Standard,Phone,A005,10,24,5.9,1,0,1,
C010671,E00965,2025-12-04,2025-12-05,PL,Customer Service,Leave & Absence,High,Chat,A018,17,24,10.0,1,0,0,
C010672,E01001,2025-12-04,2025-12-04,IT,Customer Service,Leave & Absence,High,Portal,A030,30,24,3.5,1,1,0,4
C010673,E01133,2025-12-04,2025-12-04,PL,Customer Service,Onboarding & Offboarding,Standard,Phone,A003,10,48,5.0,1,0,1,
C010674,E01235,2025-12-04,2025-12-05,PL,Sales,Payroll,High,Portal,A021,29,24,9.3,1,0,1,3
C010675,E01256,2025-12-04,2025-12-06,DE,Customer Service,Contract & Documents,Standard,Chat,A013,5,48,50.0,0,0,0,4
C010676,E01296,2025-12-04,2025-12-10,IT,Operations,Performance & Development,Standard,Portal,A014,11,72,137.5,0,0,0,3
C010677,E01316,2025-12-04,2025-12-04,PL,Finance,Payroll,Standard,Phone,A010,7,24,6.3,1,0,0,
C010678,E01366,2025-12-04,2025-12-10,PL,Customer Service,Performance & Development,Standard,Phone,A020,11,72,132.3,0,0,0,
C010679,E01474,2025-12-04,2025-12-04,PL,HR,Payroll,Standard,Phone,A009,20,24,4.7,1,1,0,4
C010680,E01510,2025-12-04,2025-12-05,PL,Customer Service,Benefits,Standard,Phone,A016,51,48,10.9,1,1,0,5
C010681,E01573,2025-12-04,2025-12-06,DE,Operations,Payroll,Standard,Portal,A002,23,24,37.8,0,0,0,3
C010682,E01613,2025-12-04,2025-12-04,PL,Sales,Onboarding & Offboarding,Standard,Chat,A027,12,48,8.0,1,0,0,5
C010683,E01627,2025-12-04,2025-12-05,IT,HR,Leave & Absence,Standard,Portal,A028,17,24,15.7,1,1,0,
C010684,E01667,2025-12-04,2025-12-05,IT,Tech,Payroll,Standard,Portal,A010,7,24,17.3,1,0,1,5
C010685,E01682,2025-12-04,2025-12-04,ES,Customer Service,Payroll,Standard,Portal,A012,63,24,8.7,1,0,1,
C010686,E01720,2025-12-04,2025-12-04,DE,Customer Service,Leave & Absence,Standard,Chat,A036,11,24,10.7,1,0,1,
C010687,E01746,2025-12-04,2025-12-09,IT,Sales,Performance & Development,Standard,Portal,A010,7,72,130.0,0,1,0,3
C010688,E01833,2025-12-04,2025-12-05,IT,Operations,Benefits,Standard,Phone,A009,20,48,19.9,1,1,0,5
C010689,E01880,2025-12-04,2025-12-05,PL,Tech,Benefits,Standard,Portal,A012,63,48,29.3,1,1,0,
C010690,E01922,2025-12-04,2025-12-04,DE,Tech,Leave & Absence,High,Phone,A029,17,24,7.0,1,1,0,3
C010691,E01934,2025-12-04,2025-12-04,IT,Tech,Payroll,Standard,Phone,A035,21,24,4.0,1,1,0,5
C010692,E01934,2025-12-04,2025-12-06,IT,Tech,Payroll,Standard,Phone,A012,63,24,36.7,0,1,0,
C010693,E01957,2025-12-04,2025-12-05,IT,Customer Service,Onboarding & Offboarding,Standard,Portal,A033,12,48,21.2,1,1,0,5
C010694,E01984,2025-12-04,2025-12-04,PL,Customer Service,Contract & Documents,Standard,Chat,A041,22,48,2.8,1,0,0,
C010695,E01994,2025-12-04,2025-12-04,ES,Tech,Payroll,Standard,Portal,A037,15,24,9.6,1,1,0,
C010696,E02003,2025-12-04,2025-12-04,IT,HR,Leave & Absence,Standard,Phone,A029,17,24,7.1,1,1,0,
C010697,E02039,2025-12-04,2025-12-04,PL,Operations,Systems & Access,Standard,Phone,A039,11,8,3.6,1,1,0,4
C010698,E02079,2025-12-04,2025-12-05,PL,Tech,Contract & Documents,Standard,Phone,A025,3,48,25.0,1,0,0,
C010699,E02138,2025-12-04,2025-12-04,ES,Customer Service,Systems & Access,Standard,Phone,A023,52,8,0.9,1,0,0,
C010700,E02146,2025-12-04,2025-12-04,DE,Customer Service,Payroll,Standard,Portal,A016,51,24,5.8,1,1,0,
C010701,E02201,2025-12-04,2025-12-04,PL,Tech,Systems & Access,Standard,Portal,A021,29,8,2.8,1,1,0,
C010702,E02226,2025-12-04,2025-12-05,DE,Customer Service,Contract & Documents,Standard,Phone,A002,23,48,19.5,1,1,0,
C010703,E02336,2025-12-04,2025-12-06,IT,Sales,Leave & Absence,Standard,Portal,A008,18,24,32.9,0,0,1,
C010704,E02377,2025-12-04,2025-12-04,PL,Sales,Leave & Absence,Standard,Portal,A005,10,24,5.9,1,0,0,
C010705,E02400,2025-12-04,2025-12-05,DE,HR,Contract & Documents,Standard,Portal,A022,19,48,19.4,1,0,0,
C010706,E02416,2025-12-04,2025-12-04,IT,Operations,Leave & Absence,Standard,Phone,A028,17,24,13.6,1,1,0,5
C010707,E02434,2025-12-04,2025-12-05,PL,Customer Service,Leave & Absence,High,Portal,A024,21,24,18.0,1,1,0,5
C010708,E02442,2025-12-04,2025-12-05,ES,Sales,Performance & Development,Standard,Phone,A030,30,72,29.8,1,1,0,4
C010709,E02514,2025-12-04,2025-12-06,PL,Sales,Contract & Documents,High,Phone,A011,14,48,54.5,0,1,0,4
C010710,E02533,2025-12-04,2025-12-04,DE,Customer Service,Leave & Absence,Standard,Portal,A008,18,24,7.6,1,1,0,
C010711,E02600,2025-12-04,2025-12-04,PL,Customer Service,Payroll,Standard,Chat,A012,63,24,4.7,1,0,0,
C010712,E02604,2025-12-04,2025-12-05,IT,Operations,Onboarding & Offboarding,Standard,Phone,A019,18,48,23.7,1,1,0,5
C010713,E02686,2025-12-04,2025-12-04,IT,Operations,Payroll,Standard,Portal,A011,14,24,6.4,1,0,1,
C010714,E02782,2025-12-04,2025-12-04,IT,Customer Service,Onboarding & Offboarding,Critical,Phone,A019,18,48,7.9,1,1,0,
C010715,E02853,2025-12-04,2025-12-05,IT,Sales,Leave & Absence,Standard,Phone,A023,52,24,29.8,0,1,0,
C010716,E02946,2025-12-04,2025-12-04,ES,HR,Payroll,Standard,Portal,A038,6,24,7.0,1,1,0,4
C010717,E02976,2025-12-04,2025-12-05,DE,Customer Service,Payroll,High,Portal,A024,21,24,25.2,0,1,0,4
C010718,E03033,2025-12-04,2025-12-06,ES,Sales,Contract & Documents,Standard,Portal,A023,52,48,34.4,1,1,0,
C010719,E03298,2025-12-04,2025-12-05,PL,Tech,Payroll,Standard,Portal,A037,15,24,17.1,1,0,0,
C010720,E03309,2025-12-04,2025-12-05,IT,Customer Service,Contract & Documents,Standard,Phone,A002,23,48,19.5,1,1,0,5
C010721,E03331,2025-12-04,2025-12-05,IT,Customer Service,Employee Relations,High,Phone,A041,22,72,24.0,1,0,1,4
C010722,E03348,2025-12-04,2025-12-06,IT,Operations,Benefits,High,Portal,A038,6,48,38.3,1,1,0,
C010723,E03386,2025-12-04,2025-12-04,DE,Tech,Systems & Access,Standard,Portal,A035,21,8,3.1,1,0,1,
C010724,E03433,2025-12-04,2025-12-06,IT,Customer Service,Leave & Absence,Standard,Portal,A008,18,24,40.3,0,1,0,
C010725,E03435,2025-12-04,2025-12-06,PL,Operations,Employee Relations,Standard,Portal,A032,48,72,55.0,1,0,1,2
C010726,E03439,2025-12-04,2025-12-04,PL,Operations,Leave & Absence,Standard,Portal,A027,12,24,3.2,1,0,1,
C010727,E03447,2025-12-04,2025-12-05,IT,Customer Service,Payroll,High,Portal,A004,2,24,26.0,0,0,1,
C010728,E03458,2025-12-04,2025-12-04,DE,Customer Service,Payroll,Standard,Phone,A032,48,24,3.2,1,1,0,5
C010729,E03468,2025-12-04,2025-12-05,IT,Operations,Leave & Absence,Standard,Phone,A024,21,24,17.3,1,1,0,
C010730,E03500,2025-12-04,2025-12-05,PL,Operations,Leave & Absence,Standard,Phone,A040,9,24,9.0,1,1,0,
C010731,E03502,2025-12-04,2025-12-05,ES,Operations,Payroll,High,Chat,A036,11,24,12.1,1,1,0,
C010732,E03512,2025-12-04,2025-12-07,DE,Operations,Payroll,Standard,Phone,A028,17,24,72.6,0,0,1,
C010733,E03602,2025-12-04,2025-12-04,IT,Customer Service,Payroll,High,Chat,A021,29,24,5.2,1,1,0,
C010734,E03604,2025-12-04,2025-12-05,ES,Operations,Contract & Documents,Critical,Portal,A021,29,48,19.2,1,1,0,5
C010735,E03610,2025-12-04,2025-12-06,DE,Sales,Contract & Documents,High,Portal,A015,9,48,51.0,0,0,0,
C010736,E03651,2025-12-04,2025-12-04,DE,Tech,Benefits,High,Portal,A020,11,48,7.9,1,1,0,4
C010737,E03713,2025-12-04,2025-12-05,IT,Operations,Onboarding & Offboarding,High,Portal,A020,11,48,8.6,1,0,1,3
C010738,E03724,2025-12-04,2025-12-12,PL,Finance,Employee Relations,High,Portal,A014,11,72,198.7,0,0,1,
C010739,E03740,2025-12-04,2025-12-05,IT,Customer Service,Contract & Documents,Standard,Portal,A007,2,48,13.6,1,0,0,
C010740,E03752,2025-12-04,2025-12-05,PL,Finance,Contract & Documents,Critical,Chat,A028,17,48,26.2,1,1,0,5
C010741,E03754,2025-12-04,2025-12-04,PL,Customer Service,Systems & Access,Standard,Portal,A033,12,8,6.2,1,1,0,
C010742,E03789,2025-12-04,2025-12-05,DE,HR,Payroll,Standard,Portal,A010,7,24,11.3,1,0,0,5
C010743,E03874,2025-12-04,2025-12-07,IT,Customer Service,Leave & Absence,Standard,Portal,A031,13,24,62.0,0,1,0,3
C010744,E03914,2025-12-04,2025-12-04,DE,Tech,Onboarding & Offboarding,High,Portal,A011,14,48,6.7,1,1,0,
C010745,E03984,2025-12-04,2025-12-04,DE,Sales,Systems & Access,High,Phone,A024,21,8,13.3,0,1,0,4
C010746,E00032,2025-12-05,2025-12-05,IT,HR,Systems & Access,Standard,Portal,A029,17,8,1.7,1,1,0,
C010747,E00062,2025-12-05,2025-12-06,IT,Operations,Payroll,Standard,Portal,A026,11,24,21.8,1,0,0,
C010748,E00156,2025-12-05,2025-12-05,ES,Customer Service,Contract & Documents,Standard,Phone,A014,11,48,14.3,1,1,0,
C010749,E00238,2025-12-05,2025-12-05,IT,Customer Service,Leave & Absence,Standard,Phone,A027,12,24,3.7,1,0,1,3
C010750,E00264,2025-12-05,2025-12-06,ES,Customer Service,Benefits,Standard,Chat,A010,7,48,10.2,1,1,0,
C010751,E00380,2025-12-05,2025-12-06,PL,Customer Service,Contract & Documents,High,Portal,A018,17,48,8.3,1,1,0,4
C010752,E00474,2025-12-05,2025-12-06,ES,Tech,Contract & Documents,Critical,Phone,A007,2,48,24.4,1,0,1,
C010753,E00504,2025-12-05,2025-12-06,DE,Finance,Payroll,Standard,Chat,A030,30,24,29.6,0,1,0,2
C010754,E00542,2025-12-05,2025-12-06,ES,Customer Service,Leave & Absence,High,Phone,A019,18,24,12.3,1,0,0,
C010755,E00585,2025-12-05,2025-12-06,ES,HR,Benefits,Standard,Phone,A013,5,48,24.1,1,1,0,5
C010756,E00730,2025-12-05,2025-12-06,IT,Customer Service,Payroll,High,Phone,A013,5,24,30.0,0,1,0,3
C010757,E00807,2025-12-05,2025-12-06,ES,Operations,Contract & Documents,Standard,Phone,A006,4,48,24.7,1,1,0,5
C010758,E00829,2025-12-05,2025-12-06,IT,Finance,Payroll,High,Phone,A010,7,24,10.7,1,1,0,4
C010759,E01020,2025-12-05,2025-12-06,PL,Customer Service,Payroll,Standard,Chat,A002,23,24,13.5,1,1,0,5
C010760,E01032,2025-12-05,2025-12-06,IT,Tech,Contract & Documents,Standard,Portal,A011,14,48,11.4,1,0,1,3
C010761,E01052,2025-12-05,2025-12-06,ES,Customer Service,Benefits,Standard,Chat,A018,17,48,16.8,1,0,0,4
C010762,E01084,2025-12-05,2025-12-07,PL,Sales,Payroll,Standard,Phone,A018,17,24,42.3,0,0,1,2
C010763,E01129,2025-12-05,2025-12-06,PL,Sales,Contract & Documents,Standard,Chat,A004,2,48,15.5,1,0,0,
C010764,E01133,2025-12-05,2025-12-05,PL,Customer Service,Systems & Access,Standard,Portal,A006,4,8,0.9,1,0,0,5
C010765,E01168,2025-12-05,2025-12-07,PL,Customer Service,Payroll,Standard,Portal,A009,20,24,46.4,0,1,0,
C010766,E01397,2025-12-05,2025-12-05,DE,Customer Service,Benefits,Standard,Phone,A001,84,48,9.6,1,1,0,5
C010767,E01466,2025-12-05,2025-12-07,DE,Operations,Contract & Documents,High,Portal,A004,2,48,45.9,1,0,0,5
C010768,E01478,2025-12-05,2025-12-06,DE,Operations,Leave & Absence,High,Portal,A003,10,24,11.2,1,1,0,
C010769,E01621,2025-12-05,2025-12-05,IT,Tech,Leave & Absence,Standard,Chat,A006,4,24,2.9,1,1,0,
C010770,E01623,2025-12-05,2025-12-06,IT,Customer Service,Leave & Absence,Standard,Portal,A034,20,24,33.2,0,1,0,
C010771,E01638,2025-12-05,2025-12-06,PL,Sales,Systems & Access,High,Portal,A013,5,8,10.0,0,1,0,
C010772,E01640,2025-12-05,2025-12-06,PL,Tech,Leave & Absence,Standard,Portal,A004,2,24,19.1,1,0,0,
C010773,E01640,2025-12-05,2025-12-05,PL,Tech,Systems & Access,High,Phone,A019,18,8,1.1,1,1,0,
C010774,E01641,2025-12-05,2025-12-06,PL,Tech,Payroll,Standard,Phone,A034,20,24,25.6,0,0,1,3
C010775,E01677,2025-12-05,2025-12-06,IT,Operations,Leave & Absence,Standard,Portal,A042,1,24,12.5,1,1,0,
C010776,E01809,2025-12-05,2025-12-07,PL,Operations,Contract & Documents,Standard,Portal,A025,3,48,40.2,1,1,0,
C010777,E01887,2025-12-05,2025-12-05,DE,Customer Service,Systems & Access,High,Chat,A031,13,8,1.3,1,0,1,3
C010778,E01928,2025-12-05,2025-12-05,PL,Operations,Leave & Absence,Standard,Portal,A024,21,24,5.5,1,0,0,4
C010779,E01936,2025-12-05,2025-12-07,IT,Finance,Payroll,Standard,Chat,A004,2,24,37.2,0,1,0,4
C010780,E02117,2025-12-05,2025-12-07,ES,Operations,Contract & Documents,Standard,Chat,A006,4,48,58.7,0,1,0,3
C010781,E02252,2025-12-05,2025-12-06,PL,Customer Service,Systems & Access,Standard,Portal,A005,10,8,18.6,0,1,0,
C010782,E02362,2025-12-05,2025-12-05,PL,Customer Service,Payroll,High,Portal,A027,12,24,9.1,1,1,0,
C010783,E02403,2025-12-05,2025-12-07,DE,HR,Payroll,High,Phone,A025,3,24,44.6,0,0,0,
C010784,E02521,2025-12-05,2025-12-06,DE,Operations,Payroll,Standard,Portal,A010,7,24,27.8,0,0,0,
C010785,E02547,2025-12-05,2025-12-07,DE,Sales,Leave & Absence,Standard,Phone,A037,15,24,47.9,0,0,0,3
C010786,E02559,2025-12-05,2025-12-06,PL,Operations,Contract & Documents,Standard,Portal,A041,22,48,19.5,1,1,0,5
C010787,E02566,2025-12-05,2025-12-05,IT,Sales,Systems & Access,Critical,Portal,A031,13,8,3.9,1,0,1,
C010788,E02778,2025-12-05,2025-12-05,PL,Operations,Systems & Access,Standard,Portal,A040,9,8,0.9,1,0,0,
C010789,E02854,2025-12-05,2025-12-06,PL,Operations,Payroll,Standard,Portal,A008,18,24,24.6,0,0,1,
C010790,E02871,2025-12-05,2025-12-05,PL,Operations,Systems & Access,High,Portal,A023,52,8,6.3,1,0,0,
C010791,E02880,2025-12-05,2025-12-12,PL,Customer Service,Performance & Development,High,Portal,A035,21,72,159.8,0,0,1,2
C010792,E02893,2025-12-05,2025-12-05,IT,HR,Payroll,Standard,Portal,A016,51,24,7.8,1,1,0,
C010793,E02942,2025-12-05,2025-12-08,ES,Sales,Payroll,Standard,Portal,A004,2,24,67.8,0,0,0,
C010794,E03005,2025-12-05,2025-12-05,PL,Customer Service,Systems & Access,Standard,Portal,A041,22,8,0.9,1,1,0,5
C010795,E03023,2025-12-05,2025-12-06,DE,HR,Payroll,Standard,Portal,A018,17,24,24.2,0,0,0,
C010796,E03057,2025-12-05,2025-12-05,IT,Tech,Payroll,Standard,Chat,A027,12,24,6.6,1,0,0,
C010797,E03125,2025-12-05,2025-12-05,PL,Customer Service,Payroll,Critical,Portal,A009,20,24,4.4,1,1,0,5
C010798,E03127,2025-12-05,2025-12-06,PL,Customer Service,Leave & Absence,Standard,Portal,A010,7,24,11.5,1,0,1,4
